nombre,pais,latitud,longitud
Guyang,China,26.647661,106.630153
Rodhítsa,Greece,38.88829,22.4641
Yangyuan,China,40.104663,114.150348
Montpellier,France,47.3752386,-0.8453268
Valladolid,Spain,41.6704519,-4.7135268
Yonglong,China,25.416658,115.935862
Juripiranga,Brazil,-7.3554007,-35.2258365
Ayapel,Colombia,8.1607397,-75.1078332
Batang,Indonesia,-7.0392183,109.9020509
Dado,Philippines,8.5052219,125.9753765
Cervantes,Philippines,14.4712676,121.0441201
Nacimiento,Chile,-37.5059062,-72.6737875
Dar es Salaam,Tanzania,-6.792354,39.2083284
Tacheng,China,46.748522,82.978928
Al Ḩawāmidīyah,Egypt,29.9,31.25
Jesenice,Croatia,43.4617173,16.5989466
Hamburg,Germany,53.5900195,9.9897946
Carolina,South Africa,-26.0730802,30.1069594
Alcala,Philippines,17.902174,121.653543
Dióni,Greece,38.020906,23.9325441
Gradishtë,Albania,40.8875343,19.5880506
Saribudolok,Indonesia,2.9370409,98.611191
Nový Bor,Czech Republic,50.7576138,14.5555639
San Pedro,Bolivia,-16.5030766,-68.1346594
Słotowa,Poland,49.9444329,21.2934649
Las Higueras,Argentina,-37.9361202,-57.5552203
Sarangmeduro,Indonesia,-6.7369905,111.6694262
Köln,Germany,50.9093945,7.0486698
Steinkjer,Norway,64.012788,11.487163
Sydney,Australia,-33.7974423,151.2502275
Kuluran,Indonesia,-6.9996952,112.4142453
Sierra Imataca,Venezuela,7.75,-61
Folques,Portugal,40.2221306,-8.0122102
Malino,Philippines,14.295795,120.9905117
San Miguelito,Panama,9.0707553,-79.4816378
El Valle del Espíritu Santo,Venezuela,10.9811398,-63.8788287
San Pedro Necta,Guatemala,15.4910185,-91.765785
Beaverton,United States,45.4863306,-122.8020059
Vincennes,France,44.8178615,-0.2498116
Mina de São Domingos,Portugal,37.6729124,-7.4966456
Haolin,China,31.859653,120.558606
Jinchuan,China,38.521085,102.194089
Manalongon,Philippines,9.2214675,122.8845373
København,Denmark,55.6649287,12.5504728
Huangbei,China,24.412155,115.744112
Courtaboeuf,France,48.695223,2.190167
Puteaux,France,48.8834605,2.2335234
Jiaozuo,China,35.215892,113.241823
Brest,France,48.3909721,-4.4854059
Georgetown,Saint Vincent and the Grenadines,13.28386,-61.1213871
Presidencia Roque Sáenz Peña,Argentina,-34.6045775,-58.3799949
El Charco,Colombia,2.0560112,-77.5160788
Krahës,Albania,40.4407041,19.8451169
Karangtengah,Indonesia,-6.8008183,107.1781769
Naples,United States,26.132433,-81.7951054
Sayang Lauq,Indonesia,-8.5694,116.1325
Cerro Colorado,Uruguay,-33.8603461,-55.5441311
Macabugos,Philippines,13.2606549,123.3710571
Terre Haute,United States,39.4596137,-87.3478243
Sierpc,Poland,52.8568142,19.669432
Ilebo,Democratic Republic of the Congo,-4.3253802,20.5870955
Qiaoxi,China,38.004153,114.461066
Irkutsk,Russia,52.2445931,104.2483085
Barretos,Brazil,-20.5558832,-48.5762695
Sairam,China,27.6985161,85.3117065
Camp Thorel,Mauritius,-20.210385,57.6240731
Kota Kinabalu,Malaysia,5.9840985,116.0761121
Ashford,Ireland,53.385304,-6.3828795
Sabanalarga,Colombia,4.8413815,-72.9899505
Guishan,China,22.141482,113.83012
Sumbergayam,Indonesia,-8.1067604,111.8240676
Karuk,Indonesia,-6.2845079,107.4006862
Falun,Sweden,60.6221986,15.6073973
Rixi,China,28.856082,93.388853
Maying,China,38.235041,115.726317
Taishanmiao,China,34.074131,108.158909
Ash Shawātī,Yemen,16.78314,43.81265
Tandil,Argentina,-34.6645787,-58.5055758
Thị Trấn Phù Yên,Vietnam,21.2648137,104.6427499
Zhyrovichy,Belarus,53.0131368,25.3425332
Donggang,China,39.863008,124.1527051
Nuevo Arraiján,Panama,8.9308058,-79.7343791
Luhyny,Ukraine,51.0836752,28.4004787
San Jose,Mexico,25.8007724,-100.4277766
Balugo,Philippines,9.364014,123.2468727
Wosai,China,36.962751,100.901228
Kamen,Croatia,43.5111646,16.5201503
Kirovs’k,Ukraine,48.6354729,38.6373937
Hallstahammar,Sweden,59.6132041,16.2294755
Beya,Russia,53.0475258,90.944621
Xiabuji,China,26.885704,120.005147
Atakpamé,Togo,7.5286908,1.1305049
Haumeni,Indonesia,-9.8895144,124.6552328
Zitong,China,31.642718,105.170845
Massaranduba,Brazil,-26.6119534,-49.0075714
Pajé,Comoros,-12.1768359,44.3862983
Velká Bíteš,Czech Republic,49.290817,16.2263509
Syktyvkar,Russia,45.0052663,41.1199008
Pechenizhyn,Ukraine,48.5184268,24.8858948
Pumaqangtang,China,28.599774,90.204816
Gunjur,Gambia,13.1806725,-16.7559004
Pingya,China,37.189822,112.176206
Andou,China,32.990027,101.56916
Tushi,China,25.521039,112.309325
Wanmao,China,34.799642,103.202869
Tanahwulan,Indonesia,-8.0038635,113.7216313
Paracambi,Brazil,-22.6083065,-43.7112547
Korem,Ethiopia,12.5073384,39.5200688
Gampingan,Indonesia,-8.1968847,112.5304693
Huddinge,Sweden,59.2891092,18.0509133
Mamuša,Kosovo,42.3273306,20.7226764
Osilnica,Slovenia,45.5291637,14.6984205
Pochuta,Guatemala,14.5444432,-91.0891378
Dudchany,Ukraine,47.1860699,33.7785346
Silveiros,Portugal,41.4655177,-8.577596
Ţayyibat al Imām,Syria,35.2662059,36.7118971
Tuba,China,36.1228302,-111.2236913
Gilowice,Poland,49.7053824,19.2911275
Concepción,Bolivia,-16.131343,-62.0399534
Shanhou,China,23.354091,116.681972
Oslo,Norway,59.9531666,10.7559072
Esmeraldas,Ecuador,0.9681789,-79.6517202
Chahe,China,19.238934,108.957345
Praingkareha,Indonesia,-10.0188555,120.0549683
Libas,Philippines,15.8785099,120.3186429
Fenghuo,China,34.554624,108.631718
Zaragoza,Spain,41.6286623,-0.8744828
Zhuyu,China,39.806392,116.4442469
Niemodlin,Poland,50.6422,17.61989
Angoram,Papua New Guinea,-4.0438672,144.0711745
Dzüünkharaa,Mongolia,48.63333,106.73333
Linjiang,China,41.811979,126.918087
Ventspils,Latvia,57.3937216,21.5647066
Ntonggu,Indonesia,-8.5314465,118.7780987
Eskilstuna,Sweden,59.397367,16.4816867
Lirung,Indonesia,3.9572072,126.6795425
Dois Portos,Portugal,39.0369331,-9.1809626
Liulin,China,37.429832,110.88907
Codoi,China,30.466314,92.55497
Cijoho,Indonesia,-6.971971,108.4943751
Hwawŏn,South Korea,35.8037979,128.5005419
Al Manāqil,Sudan,14.2549626,33.000095
Houjie,China,22.935289,113.670324
Senduro,Indonesia,-8.0295271,113.0369406
Kuluran,Indonesia,-6.9996952,112.4142453
Lijiapu,China,29.49574,111.926694
Calimete,Cuba,22.5364306,-80.9055645
Magapit,Philippines,18.1219608,121.6723186
Kebonkalapa,Indonesia,-6.8353111,107.9561464
Żarki-Letnisko,Poland,50.6230724,19.2750867
Jardim,Brazil,-21.4803962,-56.1494143
Colcabamba,Peru,-12.4,-74.7
Fátima,Portugal,39.6208162,-8.6563967
Leuwayang,Indonesia,-8.2285121,123.7433907
Lecherías,Venezuela,10.19062,-64.6866092
Graksop,South Africa,-24.6258027,30.7565467
Camabatela,Angola,-8.1874595,15.3745964
Pittsburgh,United States,40.44,-79.98
Kista,Sweden,59.4013379,17.9291325
Morteros,Argentina,-31.4311903,-62.0729285
Debre Tabor,Ethiopia,11.8566874,38.015522
Ipoh,Malaysia,4.6096768,101.1064003
Nagbalaye,Philippines,9.2524087,122.874409
Madrid,Spain,40.4869744,-3.6116494
Skövde,Sweden,58.4005878,13.7982616
Novosineglazovskiy,Russia,55.0359955,61.3717568
Radocza,Poland,49.917089,19.468167
Knyazhichi,Ukraine,50.4553587,30.7716386
Norrtälje,Sweden,59.7620958,18.7017911
Shuangtian,China,29.053409,117.162127
Hanfeng,China,23.084827,113.290609
Velký Újezd,Czech Republic,49.5784817,17.4835513
Puyung,Indonesia,-8.6899169,116.2393209
Yŏnggwang-ŭp,North Korea,40.01833,127.45472
Thị Trấn Nguyên Bình,Vietnam,22.6594661,105.9641124
Xiaolongmen,China,40.412369,117.103146
Chaupimarca,Peru,-10.6823922,-76.2482052
Kičevo,Macedonia,41.0417485,21.2277415
Žamberk,Czech Republic,50.0873009,16.4652007
Chum Phae,Thailand,16.5235265,102.0832543
Porto Velho,Brazil,-8.7611605,-63.9004303
Wufeng,China,30.199688,110.674706
Jackson,United States,32.3361632,-90.1565209
Quatro Barras,Brazil,-25.3631459,-49.0801588
Uwajima,Japan,33.24846,132.6146565
Wates,Indonesia,-7.893728,110.1434668
Niyang,China,36.097577,114.392392
Mombok,Indonesia,-8.650979,116.3249438
Schirmeck,France,48.4990903,7.3118635
Tân Trụ,Vietnam,10.5280095,106.4994889
Behbahān,Iran,30.5911589,50.234745
Saint-Avold,France,49.1112563,6.7220343
Timbaúba,Brazil,-7.5085719,-35.3126181
Patea,New Zealand,-39.7466346,174.5134204
Pasirnangka,Indonesia,-6.5792655,106.2698669
Azteca,Mexico,25.6845646,-100.2417875
Semalang,Indonesia,-7.0051453,110.4381254
Praia Grande,Brazil,-24.0088421,-46.4124616
San Vicente Centenario,Honduras,14.8886565,-88.2777465
Paris 11,France,48.8610504,2.3237084
Bordeaux,France,45.697904,0.964671
El Ingenio,Peru,-14.65067,-75.0634
Sihe,China,39.91983,116.41571
Mukō,Japan,34.9565646,135.7023712
Zhengcun,China,28.955847,114.532957
Oslo,Norway,59.9494208,10.9243808
Gaoyan,China,46.9758047,128.0462031
Nova Olímpia,Brazil,-23.4739979,-53.088539
Burujul,Indonesia,-6.8754582,108.1308481
Qingnianlu,China,43.918776,125.2907021
Bileća,Bosnia and Herzegovina,42.8756616,18.4292187
Lusacan,Philippines,13.952977,121.341718
Ar Rubū‘,Yemen,13.78024,43.86901
Sahavato,Madagascar,-20.6,48.33333
Penelas,Portugal,41.5725857,-8.129315
Lokot’,Russia,51.6698819,34.21546
Damaturu,Nigeria,11.7469961,11.9661922
Lukavice,Czech Republic,49.8229025,16.9204034
Caraballeda,Venezuela,10.6135398,-66.8498883
Nong Kung Si,Thailand,16.7136708,103.3125299
Ogden,United States,41.2,-111.98
Jega,Nigeria,12.2257507,4.3822109
Przybiernów,Poland,53.7721333,14.7790457
Lingcheng,China,37.335794,116.576092
Ban Phue,Thailand,15.1751306,99.7509296
Santa Helena de Goiás,Brazil,-17.8119748,-50.5981252
Xibu,China,23.696329,117.433977
Washington,United States,38.9003669,-77.0351137
Luže,Czech Republic,49.893413,16.028504
Kinh Môn,Vietnam,21.0110318,106.5273651
Washington,United States,42.5420213,-91.1118075
Liuhuang,China,23.913205,116.464983
Skýros,Greece,38.8162965,24.5955356
Cabatang,Philippines,9.9213559,124.4318122
Sitampiky,Madagascar,-16.67787,46.109699
Sancha,China,40.570338,116.554665
Tochio-honchō,Japan,35.6963947,139.6800321
Lagoa Seca,Brazil,-7.1580805,-35.8549426
Armash,Armenia,39.76624,44.8087498
Makar’yev,Russia,57.8814317,43.8050354
Lambangan Kulon,Indonesia,-6.8229172,111.3545546
Kisarawe,Tanzania,-7.2623348,38.7368187
Río Sereno,Panama,8.8287071,-82.864463
Itinga,Brazil,-16.5625267,-41.8402054
Fengyi,China,40.8246053,-73.112232
Yefremov,Russia,53.0641593,38.0521393
Hongshi,China,29.891868,119.574295
Novyye Gorki,Russia,56.7279731,41.0643386
Tysmenytsya,Ukraine,48.9001898,24.8519696
Xiangshan,China,29.476705,121.869339
Tatebayashi,Japan,36.2761885,139.5356365
Xinpo,China,29.536212,104.189955
Curitibanos,Brazil,-27.3226376,-50.6378804
Hancheng,China,35.476788,110.442846
Skorogoszcz,Poland,50.7592361,17.6835478
Kabulusan,Philippines,14.6465082,120.9731375
Šventoji,Lithuania,55.2474741,24.7743055
Chimboy Shahri,Uzbekistan,42.92952,59.78199
Uritsk,Russia,59.82941,30.1775921
Shiren,China,28.6517036,117.9041296
Weishan,China,25.227212,100.307174
Whitchurch,United Kingdom,51.4057505,-2.5573746
Bzou,Morocco,32.0860889,-7.0552218
Daliyuan,China,25.387227,98.43503
Sorol,Micronesia,8.1333333,140.4108333
Sayansk,Russia,54.1491581,91.8814443
Budapest,Hungary,47.4325252,19.157136
Maclear,South Africa,-31.06523,28.3345399
Ajaccio,France,46.6473105,0.813275
Trinidad,Cuba,21.7960343,-79.9808143
Uruobo-Okija,Nigeria,5.9,6.833333
Haihui,China,35.5925398,118.815842
Banjar Pande,Indonesia,-8.5894351,115.1417784
Kokop,Indonesia,-6.9794957,113.0607675
Velille,Peru,-14.51688,-71.88636
Huancheng,China,30.940195,118.75868
Jinghong,China,22.000143,100.771678
Taipei,Taiwan,25.0329694,121.5654177
Yuli,China,41.343933,86.261321
Osieck,Poland,51.965973,21.419225
Maltahöhe,Namibia,-24.8380587,16.9801346
Kemil,Indonesia,-2.945569,104.7334404
Tunja,Colombia,5.4827405,-73.4062342
North Shore,New Zealand,28.0178637,-80.7023819
Banjar Brahmanabukit,Indonesia,-8.4399,115.3561
Tzaneen,South Africa,-25.790615,28.3323137
Neryungri,Russia,56.9115826,124.9032167
Bautista,Philippines,14.5609722,121.0224008
Daduchuan,China,47.182723,123.00932
Qiaochong,China,22.920341,115.789204
Itoman,Japan,26.1288392,127.6681281
Majengo,Tanzania,-8.8924352,33.4348492
Ulyanovsk,Russia,54.2866841,48.2335118
Turmus‘ayyā,Palestinian Territory,32.032726,35.288375
Liudu,China,23.07555,112.007814
Zonghan,China,30.184907,121.227926
San Pedro Masahuat,El Salvador,13.5432995,-89.038242
Usatove,Ukraine,46.5328668,30.6579315
Majiang,China,26.491105,107.589359
Santa Cruz,Philippines,13.0748879,120.7213113
Kōfu-shi,Japan,35.649152,138.5884549
Shantou,China,23.354091,116.681972
Mós,Portugal,41.1112427,-7.2005033
Nazir Town,Pakistan,31.5064623,74.3268113
Van Nuys,United States,34.1985119,-118.4980744
Arganil,Portugal,40.2187855,-8.0537529
Orléans,France,47.3591366,2.8002946
Emiliano Zapata,Mexico,18.8478608,-99.1843676
Xiamayu,China,39.401147,113.115161
Bandhagen,Sweden,59.2542117,18.027354
Sundbyberg,Sweden,59.3770112,17.9485065
Richmond,United States,37.4040147,-77.4587239
Raojān,Bangladesh,22.5250447,91.9196949
Independencia,Mexico,19.4137276,-102.0662939
Novovorontsovka,Ukraine,47.498123,33.9169021
Yinchuan,China,38.487193,106.230908
Carrières-sur-Seine,France,48.911035,2.16555
Xiaolongmen,China,40.412369,117.103146
Lipie,Poland,51.014655,18.8071072
Okigwi,Nigeria,5.8192832,7.3408535
Otutara,French Polynesia,-17.76667,-149.41667
Ismailia,Egypt,30.5964923,32.2714587
Shilovo,Russia,54.2637785,40.9511355
Nevyts’ke,Ukraine,48.6769923,22.3927591
Ténenkou,Mali,14.4590296,-4.9169196
Rzewnie,Poland,52.8234799,21.3426286
Chartres,France,48.5308416,1.4534246
Rakai,Uganda,-0.7069135,31.5370003
Lapas,Portugal,39.5068579,-8.555621
Costeira do Pirajubae,Brazil,-27.6349915,-48.5219457
Évry,France,48.6047256,2.430785
Koszyce Wielkie,Poland,49.9776657,20.9421091
Itapemirim,Brazil,-20.9829904,-40.9990597
As Sūsah,Syria,34.5200967,40.9612121
Karatau,Kazakhstan,43.1780169,70.455208
Bucu Lor,Indonesia,-6.5397069,110.8463512
Ciusul,Indonesia,-6.7392854,106.3449755
Cikijing,Indonesia,-7.0117033,108.3682641
Arjawinangun,Indonesia,-6.6312766,108.3848152
København,Denmark,55.6780389,12.577906
Smolenskaya,Russia,44.7891553,38.8019542
Rumbek,South Sudan,6.8072494,29.6788877
Tanggul Wetan,Indonesia,-8.1680148,113.4663255
Koran,Bosnia and Herzegovina,43.8098167,18.5653991
Trelleborg,Sweden,55.376816,13.1536197
Clones,Ireland,54.1794814,-7.2314132
Zeleneč,Czech Republic,50.1336212,14.6607051
Qi’an,China,34.341574,108.93977
Ngandangan,Indonesia,-6.695,111.464
Junshan,China,31.385597,120.980736
Kiamba,Philippines,5.9877589,124.6243344
Pingxiang,China,27.622768,113.854556
Düsseldorf,Germany,51.1879547,6.8173593
Maslovka,Russia,51.752684,36.1522509
Berlin,Germany,52.5121401,13.414046
Buyant,Mongolia,48.1735752,91.7678144
Cijapar,Indonesia,-6.9034154,106.4206269
An Châu,Vietnam,21.355574,106.8355372
Snegiri,Russia,55.8874526,37.0330937
Bandar-e Māhshahr,Iran,30.5619807,49.1727178
Boketu,China,48.753596,121.9160381
Henghe,China,29.756501,121.507191
São Sebastião,Portugal,38.6681004,-27.0897051
Mander,Indonesia,-6.2360264,106.3198908
Ulan Hua,China,41.5220136,111.7047656
Guachetá,Colombia,5.3794023,-73.6557707
Caocun,China,43.817071,125.323544
An Lão,Vietnam,14.5717294,108.8551484
Pirassununga,Brazil,-21.9896473,-47.4220818
Nyagan,Russia,62.471883,65.5542239
Zishan,China,24.922044,118.223965
Carrigtwohill,Ireland,51.908209,-8.259128
Sioux Falls,United States,43.521619,-96.722641
San Miguel,Mexico,19.3579802,-99.0806088
La Tigra,Argentina,-37.7912944,-58.8489331
Agusan,Philippines,7.1071694,125.6472799
Tambo,Peru,-12.95689,-74.023193
Wujing,China,25.261992,114.593792
Albion,Mauritius,-20.2081037,57.408999
Longsheng,China,25.797931,110.011238
Bay Roberts,Canada,47.59989,-53.26478
Guane,Cuba,22.1998606,-84.0880839
Debrecen,Hungary,47.5202786,17.5142121
Chaguaní,Colombia,4.949601,-74.593836
Sokoto,Nigeria,13.0058731,5.2475518
Nanling,China,30.914922,118.334359
Tianshan,China,32.627137,119.257096
Pallasovka,Russia,50.0429768,46.8886722
Alepoú,Greece,39.6185297,19.8966576
Saint-Étienne,France,45.4815563,4.3637137
Vetluzhskiy,Russia,58.3669548,45.5416034
Thị Trấn Bình Mỹ,Vietnam,20.4915633,106.0081819
Dumbéa,New Caledonia,-22.1678006,166.4574811
Pinglumiao,China,34.90994,109.73445
Tha Yang,Thailand,12.9714369,99.8991604
Águas Vermelhas,Brazil,-15.7311162,-41.5212742
Sarov,Russia,54.920665,43.347223
Caluquembe,Angola,-13.7866658,14.687936
Caruaru,Brazil,-8.2849639,-35.9701874
Shanglaxiu,China,32.848472,96.583409
Bowang,China,31.558471,118.844538
Aucayacu,Peru,-8.928324,-76.1116997
Puqian,China,20.023731,110.580002
Kertapura,Indonesia,-8.6842819,115.1829629
Porto Salvo,Portugal,38.7157106,-9.3069187
Kapinango,Indonesia,-6.4127,105.8625
Envigado,Colombia,6.1747517,-75.5160235
Sinjār,Syria,35.5916647,37.0051383
La Virginia,Colombia,4.88917,-75.870743
Miaoxi,China,30.779444,120.00922
Göteborg,Sweden,57.6893251,11.9388513
Tynne,Ukraine,51.1665287,26.7693629
Trollhättan,Sweden,58.2804163,12.2979387
Puerto Mayor Otaño,Paraguay,-26.3018088,-54.7192376
Roza,Russia,52.6053795,39.5788904
Xiashuitou,China,39.50725,112.083556
Shuiche,China,27.676355,110.996803
Mhamid,Morocco,29.8257743,-5.7234007
Boden,Sweden,65.8261477,21.7037935
Kabasalan,Philippines,7.7916349,122.7785327
Ferreñafe,Peru,-6.6382226,-79.7904475
Peyima,Sierra Leone,8.7550575,-11.044307
Kuantan,Malaysia,3.9671435,103.40391
Kukuna,Sierra Leone,9.141067,-12.664461
Didi Lilo,Georgia,41.7260416,44.9621678
Johogunung,Indonesia,-6.721769,111.5021144
Penteado,Portugal,38.6385863,-8.9561211
Nekrasovka,Russia,55.6152783,37.9416367
Båstad,Sweden,56.4273888,12.8477217
Taavetti,Finland,60.1996809,24.8958285
Meghrashen,Armenia,40.6690083,43.9553461
Kolape,Philippines,5.07028,119.89694
Tanza,Philippines,14.3836409,120.8215431
Peixing,China,37.0030288,119.9026703
Vilhelmina,Sweden,64.58897,18.6667119
Kadupayung,Indonesia,-6.3629515,105.9156477
Merdeka,Indonesia,-6.9136675,107.6200524
Cuyotenango,Guatemala,14.540627,-91.570932
Sukamaju,Indonesia,-6.4185424,106.8502879
Rogóźno,Poland,53.5484541,18.9455238
Linköping,Sweden,57.9936068,16.3041503
Tangga’an,China,35.136722,102.8777
Kolindrós,Greece,40.479174,22.4845811
Malaba,Kenya,0.636206,34.2782765
Grimshaw,Canada,45.0417524,-73.9260044
Fershampenuaz,Russia,53.5199891,59.8158991
Ningdun,China,30.456361,119.117626
Haarlem,Netherlands,52.3626877,4.6195236
Azara,Argentina,-34.7008122,-58.7034275
Lingkou,China,26.82808,114.835777
Al Mazra‘ah ash Sharqīyah,Palestinian Territory,32.00018,35.28152
Livádion,Greece,37.1426639,24.5137742
Lac-Mégantic,Canada,45.588882,-70.903207
Lipka,Poland,53.4835228,17.2120661
Arraial do Cabo,Brazil,-22.9657374,-42.0279869
Fuhe,China,47.298877,132.09903
Strezhevoy,Russia,60.7353362,77.6065163
Zárate,Argentina,-34.7264519,-58.6055652
Fuliang,China,29.703113,107.389298
Guadalupe,Mexico,25.6775595,-100.2596935
Kombësi,Albania,41.58167,19.98556
Gaoqiao,China,31.364902,108.249509
Quebo,Guinea-Bissau,11.3410027,-14.935965
Cherëmukhovo,Russia,60.3435461,59.9882605
Postira,Croatia,43.3755098,16.6309128
Bida,Nigeria,9.0796794,6.0097018
Macarse,Philippines,15.42495,120.77476
Nantes,France,47.2195152,-1.5651373
Reshui,China,36.219687,98.166902
Tong’an,China,24.722747,118.152148
Vesoul,France,47.6022755,6.2194418
Yanglang,China,34.272117,108.084731
Smiřice,Czech Republic,50.2997788,15.865081
Jiyizhuang,China,39.239268,113.494587
Karlskrona,Sweden,56.1688881,15.6354869
Omīdcheh,Iran,38.1283,46.678551
Tchamba,Togo,9.029518,1.4168974
Nova Granada,Brazil,-20.5897439,-49.318099
Jiamaying,China,34.6914551,112.4962138
Tarnawatka,Poland,50.5368321,23.4027578
Zaria,Nigeria,11.0855409,7.7199454
Ulety,Russia,51.3591174,112.484985
Zaragoza,Spain,41.6286623,-0.8744828
Wohyń,Poland,51.7567459,22.7817467
Miastków Kościelny,Poland,51.8976469,21.8061634
Śmiłowo,Poland,51.777114,16.818952
Kelasuri,Georgia,43.0225426,41.1157847
Gorey,Ireland,52.665267,-6.308522
Jiguaní,Cuba,20.3650844,-76.4302771
Queenstown,South Africa,-31.9721616,27.0382158
Gakem,Nigeria,6.7703871,8.9935558
Chrast,Czech Republic,49.879152,15.9316109
Cilentung,Indonesia,-6.3347209,105.9552997
Lužani,Croatia,45.1454871,17.6789782
Vynohradivka,Ukraine,45.6808113,28.5688631
Santol,Philippines,15.1650908,120.5657329
Szombathely,Hungary,46.3743832,17.7845904
Bouillon,Belgium,49.8417042,5.1214901
Villa La Angostura,Argentina,-40.7632504,-71.638725
Xianchiyu,China,29.46392,110.4714
Matagalpa,Nicaragua,12.9290069,-85.9151211
